"32876","# doc = Skazka.2.txt","","","","","","","","","","","","","","","",""
"32877","# speaker = R","","","","","","","","","","","","","","","",""
"32878","# sent = 2526","","","","","","","","","","","","","","","",""
"33095","","Они","ОНИ","SPRO pl - - nom","","",".   _Они_ здоровые дети такие","и","н","о","","","","SPRO","ОНИ","SPRO pl - - nom","�"
"33096","","здоровые","ЗДОРОВЫЙ","A - nom pl plen - -","","","  Они _здоровые_ дети такие ,","е","ы","в","о","р","о","A","ЗДОРОВЫЙ","A - nom pl plen - -","�"
"33097","","дети","РЕБЕНОК","S m anim nom pl","",""," Они здоровые _дети_ такие , и","и","т","е","д","","","S","РЕБЕНОК","S m anim nom pl","�"
"33098","","такие","ТАКОЙ","APRO - nom pl plen - inan","","","Они здоровые дети _такие_ , и психически","е","и","к","а","т","","APRO","ТАКОЙ","A - acc pl plen - inan","�"
"33099","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33100","","и","И","CONJ","","","дети такие , _и_ психически здоровы были","и","","","","","","CONJ","И","CONJ","�"
"33101","","психически","ПСИХИЧЕСКИ","ADV -","","","такие , и _психически_ здоровы были ,","и","к","с","е","ч","и","ADV","ПСИХИЧЕСКИ","ADV -","�"
"33102","","здоровы","ЗДОРОВЫЙ","A - - pl brev - -","","",", и психически _здоровы_ были , и","ы","в","о","р","о","д","A","ЗДОРОВЫЙ","A - - pl brev - -","�"
"33103","","были","БЫТЬ","V ipf praet pl indic - -","","","и психически здоровы _были_ , и вот","и","л","ы","б","","","V","БЫТЬ","V ipf praet pl indic - -","�"
"33104","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33105","","и","И","CONJ","","","здоровы были , _и_ вот , а","и","","","","","","CONJ","И","CONJ","�"
"33106","","вот","ВОТ","PART","","","были , и _вот_ , а одного","т","о","в","","","","PART","ВОТ","PART","�"
"33107","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33108","","а","А","CONJ","","","и вот , _а_ одного ч ..","а","","","","","","CONJ","А","CONJ","�"
"33109","","одного","ОДИН","ANUM - gen sg plen m -","","","вот , а _одного_ ч .. мальчика","о","г","о","н","д","о","ANUM","ОДИН","A - gen sg plen m -","�"
"33110","","ч","Ч","NONLEX","","",", а одного _ч_ .. мальчика в","ч","","","","","","NONLEX","Ч","NONLEX","�"
"33111","","..","..","PUNCT","","","","","","","","","","PUNCT","","",""
"33112","","мальчика","МАЛЬЧИК","S m anim acc sg","","","одного ч .. _мальчика_ в первый класс","а","к","и","ч","ь","л","S","МАЛЬЧИК","S m anim acc sg","�"
"33113","","в","В","PR","","","ч .. мальчика _в_ первый класс ,","в","","","","","","PR","В","PR","�"
"33114","","первый","ПЕРВЫЙ","ANUM - acc sg plen m inan","","",".. мальчика в _первый_ класс , значит","й","ы","в","р","е","п","A","ПЕРВЫЙ","A - acc sg plen m inan","�"
"33115","","класс","КЛАСС","S m inan acc sg","","","мальчика в первый _класс_ , значит ,","с","с","а","л","к","","S","КЛАСС","S m inan acc sg","�"
"33116","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33117","","значит","ЗНАЧИТ","PARENTH ","","","первый класс , _значит_ ,  посолили","т","и","ч","а","н","з","ADV","ЗНАЧИТ","ADV -","�"
"33118","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33119","<distinct form=""","","","","","","","","","","","","","","","",""
"33120","<dist>","посолили","","","","","","","","","","","","","","",""
"33121",""">","","","","","","","","","","","","","","","",""
"33122","","посадили","ПОСАДИТЬ","V pf praet pl indic - -","",""," посолили  _посадили_  , старшая","и","л","и","д","а","с","V","ПОСАДИТЬ","V pf praet pl indic - -","�"
"33123","</distinct>","","","","","","","","","","","","","","","",""
"33124","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33125","","старшая","СТАРШИЙ","A - nom sg plen f -","","","посадили  , _старшая_ где-то класс седьмой","я","а","ш","р","а","т","A","СТАРШИЙ","A - nom sg plen f -","�"
"33126","","где-то","ГДЕ-ТО","ADV -","",""," , старшая _где-то_ класс седьмой -","о","т","-","е","д","г","ADV","ГДЕ-ТО","ADV -","�"
"33127","","класс","КЛАСС","S m inan nom sg","","",", старшая где-то _класс_ седьмой - восьмой","с","с","а","л","к","","S","КЛАСС","S m inan nom sg","�"
"33128","","седьмой","СЕДЬМОЙ","ANUM - nom sg plen m -","слитно","","старшая где-то класс _седьмой_ - восьмой .","й","о","м","ь","д","е","ANUM","СЕДЬМОЙ","A - nom sg plen m -","�"
"33129","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"33130","","восьмой","ВОСЬМОЙ","ANUM - nom sg plen f -","","","класс седьмой - _восьмой_ .  ","й","о","м","ь","с","о","ANUM","ВОСЬМОЙ","A - gen sg plen f -","�"
"33131","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33132","","","","","","","","","","","","","","","","",""
"33133","# sent = 2534","","","","","","","","","","","","","","","",""
"33134","","Вот","ВОТ","PART","","",".   _Вот_ я провожу урок","т","о","в","","","","PART","ВОТ","PART","�"
"33135","","я","Я","SPRO sg 1p - nom","","","  Вот _я_ провожу урок .","я","","","","","","SPRO","Я","SPRO sg 1p - nom","�"
"33136","","провожу","ПРОВОДИТЬ","V ipf praes sg indic - 1p","",""," Вот я _провожу_ урок . ","у","ж","о","в","о","р","V","ПРОВОДИТЬ","V ipf praes sg indic - 1p","�"
"33137","","урок","УРОК","S m inan acc sg","","","Вот я провожу _урок_ .  ","к","о","р","у","","","S","УРОК","S m inan acc sg","�"
"33138","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33139","","","","","","","","","","","","","","","","",""
"33140","# sent = 2535","","","","","","","","","","","","","","","",""
"33141","","Но","НО","CONJ","","",".   _Но_ какой . ","о","н","","","","","CONJ","НО","CONJ","�"
"33142","","какой","КАКОЙ","APRO - nom sg plen m -","","","  Но _какой_ .  ","й","о","к","а","к","","APRO","КАКОЙ","A - nom sg plen m -","�"
"33143","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33144","","","","","","","","","","","","","","","","",""
"33145","# sent = 2536","","","","","","","","","","","","","","","",""
"33146","","Конечно","КОНЕЧНО","PARENTH ","","",".   _Конечно_ э , планы","о","н","ч","е","н","о","ADV","КОНЕЧНО","ADV -","�"
"33147","","э","Э","INTJ","","","  Конечно _э_ , планы писать","э","","","","","","INTJ","Э","S - - nonflex -","�"
"33148","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33149","","планы","ПЛАН","S m inan acc pl","","","Конечно э , _планы_ писать я не","ы","н","а","л","п","","S","ПЛАН","S m inan nom pl","�"
"33150","","писать","ПИСАТЬ","V ipf - - inf - -","","","э , планы _писать_ я не собиралась","ь","т","а","с","и","п","V","ПИСАТЬ","V ipf - - inf - -","�"
"33151","","я","Я","SPRO sg 1p - nom","","",", планы писать _я_ не собиралась ,","я","","","","","","SPRO","Я","SPRO sg 1p - nom","�"
"33152","","не","НЕ","PART","","","планы писать я _не_ собиралась , и","е","н","","","","","PART","НЕ","PART","�"
"33153","","собиралась","СОБИРАТЬСЯ","V ipf praet sg indic f -","","","писать я не _собиралась_ , и что","ь","с","а","л","а","р","V","СОБИРАТЬСЯ","V ipf praet sg indic f -","�"
"33154","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33155","","и","И","CONJ","","","не собиралась , _и_ что , я","и","","","","","","CONJ","И","CONJ","�"
"33156","","что","ЧТО","CONJ","","","собиралась , и _что_ , я попросила","о","т","ч","","","","CONJ","ЧТО","CONJ","�"
"33157","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33158","","я","Я","SPRO sg 1p - nom","","","и что , _я_ попросила раньше директора","я","","","","","","SPRO","Я","SPRO sg 1p - nom","�"
"33159","","попросила","ПОПРОСИТЬ","V pf praet sg indic f -","","","что , я _попросила_ раньше директора :","а","л","и","с","о","р","V","ПОПРОСИТЬ","V pf praet sg indic f -","�"
"33160","","раньше","РАНО","ADV comp","","",", я попросила _раньше_ директора : «","е","ш","ь","н","а","р","ADV","РАНО","ADV comp","�"
"33161","","директора","ДИРЕКТОР","S m anim gen sg","","","я попросила раньше _директора_ : « Вы","а","р","о","т","к","е","S","ДИРЕКТОР","S m anim gen sg","�"
"33162","",":",":","PUNCT","","","","","","","","","","PUNCT","","",""
"33163","","«","«","PUNCT","","","","","","","","","","PUNCT","","",""
"33164","","Вы","ВЫ","SPRO sg 2p - nom","","","директора : « _Вы_ знаете , я","ы","в","","","","","SPRO","ВЫ","SPRO pl 2p - nom","�"
"33165","","знаете","ЗНАТЬ","V ipf praes sg indic - 2p","","",": « Вы _знаете_ , я их","е","т","е","а","н","з","V","ЗНАТЬ","V ipf praes pl indic - 2p","�"
"33166","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33167","","я","Я","SPRO sg 1p - nom","","","Вы знаете , _я_ их попрошу рассказать","я","","","","","","SPRO","Я","SPRO sg 1p - nom","�"
"33168","","их","ОНИ","SPRO pl - - acc","","","знаете , я _их_ попрошу рассказать сказки","х","и","","","","","SPRO","ОНИ","SPRO pl - - acc","�"
"33169","","попрошу","ПОПРОСИТЬ","V pf fut sg indic - 1p","","",", я их _попрошу_ рассказать сказки ,","у","ш","о","р","п","о","V","ПОПРОСИТЬ","V pf fut sg indic - 1p","�"
"33170","","рассказать","РАССКАЗАТЬ","V pf - - inf - -","","","я их попрошу _рассказать_ сказки , какие","ь","т","а","з","а","к","V","РАССКАЗАТЬ","V pf - - inf - -","�"
"33171","","сказки","СКАЗКА","S f inan acc pl","","","их попрошу рассказать _сказки_ , какие они","и","к","з","а","к","с","S","СКАЗКА","S f inan acc pl","�"
"33172","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33173","","какие","КАКОЙ","APRO - nom pl plen - -","","","рассказать сказки , _какие_ они знают »","е","и","к","а","к","","APRO","КАКОЙ","A - nom pl plen - -","�"
"33174","","они","ОНИ","SPRO pl - - nom","","","сказки , какие _они_ знают » .","и","н","о","","","","SPRO","ОНИ","SPRO pl - - nom","�"
"33175","","знают","ЗНАТЬ","V ipf praes pl indic - 3p","","",", какие они _знают_ » . ","т","ю","а","н","з","","V","ЗНАТЬ","V ipf praes pl indic - 3p","�"
"33176","","»","»","PUNCT","","","","","","","","","","PUNCT","","",""
"33177","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33178","","","","","","","","","","","","","","","","",""
"33179","# sent = 2537","","","","","","","","","","","","","","","",""
"33180","","Вот","ВОТ","PART","","",".   _Вот_ они мне рассказывали","т","о","в","","","","PART","ВОТ","PART","�"
"33181","","они","ОНИ","SPRO pl - - nom","","","  Вот _они_ мне рассказывали сказки","и","н","о","","","","SPRO","ОНИ","SPRO pl - - nom","�"
"33182","","мне","Я","SPRO sg 1p - dat","",""," Вот они _мне_ рассказывали сказки всё","е","н","м","","","","SPRO","Я","SPRO sg 1p - dat","�"
"33183","","рассказывали","РАССКАЗЫВАТЬ","V ipf praet pl indic - -","","","Вот они мне _рассказывали_ сказки всё ,","и","л","а","в","ы","з","V","РАССКАЗЫВАТЬ","V ipf praet pl indic - -","�"
"33184","","сказки","СКАЗКА","S f inan acc pl","","","они мне рассказывали _сказки_ всё , а","и","к","з","а","к","с","S","СКАЗКА","S f inan nom pl","�"
"33185","","всё","ВСЕ","ADV -","","","мне рассказывали сказки _всё_ , а Руслан","ё","с","в","","","","ADV","ВСЕ","ADV -","�"
"33186","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33187","","а","А","CONJ","","","сказки всё , _а_ Руслан , как","а","","","","","","CONJ","А","CONJ","�"
"33188","","Руслан","РУСЛАН","S persn m anim","","","всё , а _Руслан_ , как звали","н","а","л","с","у","р","S","РУСЛАН","S m anim nom sg","�"
"33189","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33190","","как","КАК","CONJ","","","а Руслан , _как_ звали до сих пор я","к","а","к","","","","CONJ","КАК","CONJ","�"
"33191","","звали","ЗВАТЬ","V ipf praet pl indic - -","","","Руслан , как _звали_ до сих пор я его","и","л","а","в","з","","V","ЗВАТЬ","V ipf praet pl indic - -","�"
"33192","","до сих пор","до сих пор","ADV -","","",", как звали _до сих пор_ я его помню","р","о","п"," ","х","и","ADV","до сих пор","ADV -","�"
"33193","","я","Я","SPRO sg 1p - nom","","","как звали до сих пор _я_ его помню ,","я","","","","","","SPRO","Я","SPRO sg 1p - nom","�"
"33194","","его","ОН","SPRO sg 3p m acc","","","звали до сих пор я _его_ помню , значит","о","г","е","","","","SPRO","ОН","SPRO sg 3p m acc","�"
"33195","","помню","ПОМНИТЬ","V ipf praes sg indic - 1p","","","до сих пор я его _помню_ , значит ,","ю","н","м","о","п","","V","ПОМНИТЬ","V ipf praes sg indic - 1p","�"
"33196","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33197","","значит","ЗНАЧИТ","PARENTH ","","","его помню , _значит_ , вот этого","т","и","ч","а","н","з","ADV","ЗНАЧИТ","ADV -","�"
"33198","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33199","","вот","ВОТ","PART","","",", значит , _вот_ этого цы ..","т","о","в","","","","PART","ВОТ","PART","�"
"33200","","этого","ЭТОТ","APRO - acc sg plen m anim","","","значит , вот _этого_ цы .. сына","о","г","о","т","э","","APRO","ЭТОТ","A - acc sg plen m anim","�"
"33201","","цы","ЦЫ","NONLEX","","",", вот этого _цы_ .. сына цыганки","ы","ц","","","","","NONLEX","ЦЫ","NONLEX","�"
"33202","","..","..","PUNCT","","","","","","","","","","PUNCT","","",""
"33203","","сына","СЫН","S m anim acc sg","","","этого цы .. _сына_ цыганки той .","а","н","ы","с","","","S","СЫН","S m anim acc sg","�"
"33204","","цыганки","ЦЫГАНКА","S f anim gen sg","","","цы .. сына _цыганки_ той . ","и","к","н","а","г","ы","S","ЦЫГАНКА","S f anim gen sg","�"
"33205","","той","ТОТ","APRO - gen sg plen f -","","",".. сына цыганки _той_ .  ","й","о","т","","","","APRO","ТОТ","A - gen sg plen f -","�"
"33206","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33207","","","","","","","","","","","","","","","","",""
"33208","# sent = 2538","","","","","","","","","","","","","","","",""
"33209","","И","И","CONJ","","",".   _И_ он всё время","и","","","","","","CONJ","И","CONJ","�"
"33210","","он","ОН","SPRO sg 3p m nom","","","  И _он_ всё время тянет","н","о","","","","","SPRO","ОН","SPRO sg 3p m nom","�"
"33211","","всё","ВЕСЬ","APRO - nom pl plen - -","",""," И он _всё_ время тянет и","ё","с","в","","","","APRO","ВЕСЬ","A - nom pl plen - -","�"
"33212","","время","ВРЕМЯ","S n inan nom sg","","","И он всё _время_ тянет и тянет","я","м","е","р","в","","S","ВРЕМЯ","S n inan acc sg","�"
"33213","","тянет","ТЯНУТЬ","V ipf praes sg indic - 3p","","","он всё время _тянет_ и тянет руку","т","е","н","я","т","","V","ТЯНУТЬ","V ipf praes sg indic - 3p","�"
"33214","","и","И","CONJ","","","всё время тянет _и_ тянет руку ,","и","","","","","","CONJ","И","CONJ","�"
"33215","","тянет","ТЯНУТЬ","V ipf praes sg indic - 3p","","","время тянет и _тянет_ руку , тянет","т","е","н","я","т","","V","ТЯНУТЬ","V ipf praes sg indic - 3p","�"
"33216","","руку","РУКА","S f inan acc sg","","","тянет и тянет _руку_ , тянет и","у","к","у","р","","","S","РУКА","S f inan acc sg","�"
"33217","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33218","","тянет","ТЯНУТЬ","V ipf praes sg indic - 3p","","","тянет руку , _тянет_ и тянет .","т","е","н","я","т","","V","ТЯНУТЬ","V ipf praes sg indic - 3p","�"
"33219","","и","И","CONJ","","","руку , тянет _и_ тянет . ","и","","","","","","CONJ","И","CONJ","�"
"33220","","тянет","ТЯНУТЬ","V ipf praes sg indic - 3p","","",", тянет и _тянет_ .  ","т","е","н","я","т","","V","ТЯНУТЬ","V ipf praes sg indic - 3p","�"
"33221","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33222","","","","","","","","","","","","","","","","",""
"33223","# sent = 2539","","","","","","","","","","","","","","","",""
"33224","<distinct form=""","","","","","","","","","","","","","","","",""
"33225","<dist>","Грю","","","","","","","","","","","","","","",""
"33226",""">","","","","","","","","","","","","","","","",""
"33227","","Говорю","ГОВОРИТЬ","V ipf praes sg indic - 1p","",""," Грю  _Говорю_  : «","ю","р","о","в","о","г","V","ГОВОРИТЬ","V ipf praes sg indic - 1p","�"
"33228","</distinct>","","","","","","","","","","","","","","","",""
"33229","",":",":","PUNCT","","","","","","","","","","PUNCT","","",""
"33230","","«","«","PUNCT","","","","","","","","","","PUNCT","","",""
"33231","","Руслан","РУСЛАН","S persn m anim","",""," : « _Руслан_ , подожди ,","н","а","л","с","у","р","S","РУСЛАН","S m anim nom sg","�"
"33232","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33233","","подожди","ПОДОЖДАТЬ","V pf - sg imper - 2p","","","« Руслан , _подожди_ , вот ","и","д","ж","о","д","о","V","ПОДОЖДАТЬ","V pf - sg imper - 2p","�"
"33234","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33235","","вот","ВОТ","PART","","",", подожди , _вот_  щас ","т","о","в","","","","PART","ВОТ","PART","�"
"33236","<distinct form=""","","","","","","","","","","","","","","","",""
"33237","<dist>","щас","","","","","","","","","","","","","","",""
"33238",""">","","","","","","","","","","","","","","","",""
"33239","","сейчас","СЕЙЧАС","ADV -","",""," щас  _сейчас_  вот эти","с","а","ч","й","е","с","ADV","СЕЙЧАС","ADV -","�"
"33240","</distinct>","","","","","","","","","","","","","","","",""
"33241","","вот","ВОТ","PART","",""," сейчас  _вот_ эти дети всё","т","о","в","","","","PART","ВОТ","PART","�"
"33242","","эти","ЭТОТ","APRO - nom pl plen - -","","","сейчас  вот _эти_ дети всё расскажут","и","т","э","","","","APRO","ЭТОТ","A - nom pl plen - -","�"
"33243","","дети","РЕБЕНОК","S m anim nom pl","",""," вот эти _дети_ всё расскажут ,","и","т","е","д","","","S","РЕБЕНОК","S m anim nom pl","�"
"33244","","всё","ВЕСЬ","APRO acc pl","","","вот эти дети _всё_ расскажут , а","ё","с","в","","","","ADV","ВСЕ","ADV -","�"
"33245","","расскажут","РАССКАЗАТЬ","V pf fut pl indic - 3p","","","эти дети всё _расскажут_ , а потом","т","у","ж","а","к","с","V","РАССКАЗАТЬ","V pf fut pl indic - 3p","�"
"33246","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33247","","а","А","CONJ","","","всё расскажут , _а_ потом ты »","а","","","","","","CONJ","А","CONJ","�"
"33248","","потом","ПОТОМ","ADV -","","","расскажут , а _потом_ ты » .","м","о","т","о","п","","ADV","ПОТОМ","ADV -","�"
"33249","","ты","ТЫ","SPRO sg 2p - nom","","",", а потом _ты_ » . ","ы","т","","","","","SPRO","ТЫ","SPRO sg 2p - nom","�"
"33250","","»","»","PUNCT","","","","","","","","","","PUNCT","","",""
"33251","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33252","","","","","","","","","","","","","","","","",""
"33253","# sent = 2540","","","","","","","","","","","","","","","",""
"33254","","Но","НО","CONJ","","",".   _Но_ всё равно ,","о","н","","","","","CONJ","НО","CONJ","�"
"33255","","всё","ВСЕ","PART","слитно","","  Но _всё_ равно , он","ё","с","в","","","","S","ВСЕ","S n - nom sg","�"
"33256","","равно","РАВНЫЙ","A - - sg brev n -","",""," Но всё _равно_ , он ,","о","н","в","а","р","","A","РАВНЫЙ","A - - sg brev n -","�"
"33257","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33258","","он","ОН","SPRO sg 3p m nom","","","всё равно , _он_ , ему ,","н","о","","","","","SPRO","ОН","SPRO sg 3p m nom","�"
"33259","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33260","","ему","ОН","SPRO sg 3p m dat","","",", он , _ему_ , значит ,","у","м","е","","","","SPRO","ОН","SPRO sg 3p m dat","�"
"33261","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33262","","значит","ЗНАЧИТ","PARENTH ","","",", ему , _значит_ , это ,","т","и","ч","а","н","з","ADV","ЗНАЧИТ","ADV -","�"
"33263","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33264","","это","ЭТО","PART","","",", значит , _это_ , вот ему","о","т","э","","","","SPRO","ЭТО","S n - nom sg","�"
"33265","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33266","","вот","ВОТ","PART","","",", это , _вот_ ему надо расс","т","о","в","","","","PART","ВОТ","PART","�"
"33267","","ему","ОН","SPRO sg 3p m dat","","","это , вот _ему_ надо расс ..","у","м","е","","","","SPRO","ОН","SPRO sg 3p m dat","�"
"33268","","надо","НАДО","PRAEDIC","","",", вот ему _надо_ расс .. ну","о","д","а","н","","","PRAEDIC","НАДО","ADV -","�"
"33269","","расс","РАСС","NONLEX","","","вот ему надо _расс_ .. ну всё","с","с","а","р","","","NONLEX","РАСС","NONLEX","�"
"33270","","..","..","PUNCT","","","","","","","","","","PUNCT","","",""
"33271","","ну","НУ","PART","","","надо расс .. _ну_ всё Руслан ,","у","н","","","","","PART","НУ","PART","�"
"33272","","всё","ВСЕ","PART","","","расс .. ну _всё_ Руслан , выходи","ё","с","в","","","","S","ВСЕ","S n - nom sg","�"
"33273","","Руслан","РУСЛАН","S persn m anim","","",".. ну всё _Руслан_ , выходи ,","н","а","л","с","у","р","S","РУСЛАН","S m anim nom sg","�"
"33274","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33275","","выходи","ВЫХОДИТЬ","V ipf - sg imper - 2p","","","всё Руслан , _выходи_ , дети выходили","и","д","о","х","ы","в","V","ВЫХОДИТЬ","V ipf - sg imper - 2p","�"
"33276","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33277","","дети","РЕБЕНОК","S m anim nom pl","","",", выходи , _дети_ выходили к доске","и","т","е","д","","","S","РЕБЕНОК","S m anim nom pl","�"
"33278","","выходили","ВЫХОДИТЬ","V ipf praet pl indic - -","","","выходи , дети _выходили_ к доске и","и","л","и","д","о","х","V","ВЫХОДИТЬ","V ipf praet pl indic - -","�"
"33279","","к","К","PR","","",", дети выходили _к_ доске и рассказывали","к","","","","","","PR","К","PR","�"
"33280","","доске","ДОСКА","S f inan dat sg","","","дети выходили к _доске_ и рассказывали .","е","к","с","о","д","","S","ДОСКА","S f inan loc sg","�"
"33281","","и","И","CONJ","","","выходили к доске _и_ рассказывали . ","и","","","","","","CONJ","И","CONJ","�"
"33282","","рассказывали","РАССКАЗЫВАТЬ","V ipf praet pl indic - -","","","к доске и _рассказывали_ .  ","и","л","а","в","ы","з","V","РАССКАЗЫВАТЬ","V ipf praet pl indic - -","�"
"33283","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33284","","","","","","","","","","","","","","","","",""
"33285","# sent = 2541","","","","","","","","","","","","","","","",""
"33286","","Вот","ВОТ","PART","","",".   _Вот_ Руслан рассказывает :","т","о","в","","","","PART","ВОТ","PART","�"
"33287","","Руслан","РУСЛАН","S persn m anim","","","  Вот _Руслан_ рассказывает : «","н","а","л","с","у","р","S","РУСЛАН","S m anim nom sg","�"
"33288","","рассказывает","РАССКАЗЫВАТЬ","V ipf praes sg indic - 3p","",""," Вот Руслан _рассказывает_ : « А","т","е","а","в","ы","з","V","РАССКАЗЫВАТЬ","V ipf praes sg indic - 3p","�"
"33289","",":",":","PUNCT","","","","","","","","","","PUNCT","","",""
"33290","","«","«","PUNCT","","","","","","","","","","PUNCT","","",""
"33291","","А","А","CONJ","","","рассказывает : « _А_ я расскажу про","а","","","","","","CONJ","А","CONJ","�"
"33292","","я","Я","SPRO sg 1p - nom","","",": « А _я_ расскажу про курочку","я","","","","","","SPRO","Я","SPRO sg 1p - nom","�"
"33293","","расскажу","РАССКАЗАТЬ","V pf fut sg indic - 1p","","","« А я _расскажу_ про курочку Рябу","у","ж","а","к","с","с","V","РАССКАЗАТЬ","V pf fut sg indic - 1p","�"
"33294","","про","ПРО","PR","","","А я расскажу _про_ курочку Рябу »","о","р","п","","","","PR","ПРО","PR","�"
"33295","","курочку","КУРОЧКА","S f anim acc sg","","","я расскажу про _курочку_ Рябу » .","у","к","ч","о","р","у","S","КУРОЧКА","S f anim acc sg","�"
"33296","","Рябу","РЯБА","S zoon f anim acc sg","","","расскажу про курочку _Рябу_ » . ","у","б","я","р","","","S","РЯБ","S f anim acc sg","�"
"33297","","»","»","PUNCT","","","","","","","","","","PUNCT","","",""
"33298","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"33299","","","","","","","","","","","","","","","","",""
"33300","# sent = 2542","","","","","","","","","","","","","","","",""
"33301","","–","–","PUNCT","","","","","","","","","","PUNCT","","",""
"33302","","«","«","PUNCT","","","","","","","","","","PUNCT","","",""
"33303","","Хорошо","ХОРОШО","PART","",""," – « _Хорошо_ , а кто","о","ш","о","р","о","х","ADV","ХОРОШО","ADV -","�"
"33304","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33305","","а","А","CONJ","","","« Хорошо , _а_ кто тебе расс","а","","","","","","CONJ","А","CONJ","�"
"33306","","кто","КТО","SPRO m - nom sg","","","Хорошо , а _кто_ тебе расс ..","о","т","к","","","","S","КТО","S m - nom sg","�"
"33307","","тебе","ТЫ","SPRO sg 2p - dat","","",", а кто _тебе_ расс .. э","е","б","е","т","","","SPRO","ТЫ","SPRO sg 2p - dat","�"
"33308","","расс","РАСС","NONLEX","","","а кто тебе _расс_ .. э ..","с","с","а","р","","","NONLEX","РАСС","NONLEX","�"
"33309","","..","..","PUNCT","","","","","","","","","","PUNCT","","",""
"33310","","э","Э","INTJ","","","тебе расс .. _э_ .. рассказывает ту","э","","","","","","INTJ","Э","INTJ","�"
"33311","","..","..","PUNCT","","","","","","","","","","PUNCT","","",""
"33312","","рассказывает","РАССКАЗЫВАТЬ","V ipf praes sg indic - 3p","","",".. э .. _рассказывает_ ту курочку Рябу","т","е","а","в","ы","з","V","РАССКАЗЫВАТЬ","V ipf praes sg indic - 3p","�"
"33313","","ту","ТОТ","APRO acc sg f ","","","э .. рассказывает _ту_ курочку Рябу ?","у","т","","","","","A","ТОТ","A - acc sg plen f -","�"
"33314","","курочку","КУРОЧКА","S f anim acc sg","","",".. рассказывает ту _курочку_ Рябу ? »","у","к","ч","о","р","у","S","КУРОЧКА","S f anim acc sg","�"
"33315","","Рябу","РЯБА","S zoon f anim acc sg","","","рассказывает ту курочку _Рябу_ ? » ","у","б","я","р","","","S","РЯБ","S f anim acc sg","�"
"33316","","?","?","PUNCT","","","","","","","","","","PUNCT","","",""
"33317","","»","»","PUNCT","","","","","","","","","","PUNCT","","",""
"33318","","","","","","","","","","","","","","","","",""
"33319","# sent = 2543","","","","","","","","","","","","","","","",""
"33320","","–","–","PUNCT","","","","","","","","","","PUNCT","","",""
"33321","","«","«","PUNCT","","","","","","","","","","PUNCT","","",""
"33322","","И","И","CONJ","",""," – « _И_ бабушка , и","и","","","","","","CONJ","И","CONJ","�"
"33323","","бабушка","БАБУШКА","S f anim nom sg","","","– « И _бабушка_ , и ,","а","к","ш","у","б","а","S","БАБУШКА","S f anim nom sg","�"
"33324","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33325","","и","И","CONJ","","","И бабушка , _и_ , и папа","и","","","","","","CONJ","И","CONJ","�"
"33326","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"33327","","и","И","CONJ","","",", и , _и_ папа рассказывал »","и","","","","","","CONJ","И","CONJ","�"
"33328","","папа","ПАПА","S m anim nom sg","","","и , и _папа_ рассказывал » .","а","п","а","п","","","S","ПАПА","S m anim nom sg","�"
